idx,name,source,text,n_tokens,n_valid,mean_delta,mean_sigma,A_marginal,A_joint,A_cov,pearson_rho,signature
57604,william jenkins,REF,"william jenkins -lrb- 1788 -- 27 july 1844 -rrb- was an english cricketer .
jenkins ' batting style is unknown .
jenkins made his first-class debut for sussex against a combined hampshire and surrey at petworth park in 1826 .
he made two further first-class appearances for sussex , against the same opponents in a return fixture at bramshill park in that same season , and against surrey at midhurst in 1830 .
in his three first-class matches , he scored a total of 52 runs at an average of 10.40 , ",185,116,0.517499,3.502959,1.812777,1.930202,0.117425,0.284938,ALIGNED
57604,william jenkins,GEN,"William Jenkins

William Jenkins was born on July 15, 1954, in Los Angeles, California. He is an award-winning author and illustrator of children’s books. Jenkins’s work has been recognized by the Society of Illustrators, the National Council of Teachers of English, the American Library Association, and the Parents’ Choice Foundation.

Jenkins’s most notable works include The Cat in the Hat, Green Eggs and Ham, The Lorax, and Fox in Socks. His illustrations are known for their vibrant colors and",201,112,0.525261,3.143889,1.651363,1.739376,0.088013,0.274062,MIXED
60755,duncan mackay,REF,"duncan mackay -lrb- born 2 july 1950 -rrb- is a british composer , singer , arranger , and keyboard player who has recorded three solo albums .
he was born in leeds , yorkshire , england .
in 1985 mackay met debbie raymond , daughter of ` porn king ' paul raymond , at a party .
the couple went on to have a daughter , fawn , the eldest of her two children .
in 2004 duncan completed an album with south african singer/composer greg mcewan-kocovaos called `` the first time '' .
this `` indie '' albu",209,175,0.50819,4.370181,2.220881,2.284131,0.06325,0.147322,MIXED
60755,duncan mackay,GEN,"Duncan Mackay was born on 15th August 1874. He studied at the Glasgow School of Art from 1890-94. He then went to Paris to study, and on his return he taught at the Glasgow School of Art from 1896 to 1901 and then from 1906 to 1908. In 1902 he became Head of Design at the Art School in Dundee, where he met his wife, Elizabeth, who became a notable painter in her own right.
Duncan Mackay was well known for his portraits, and was appointed official Scottish Court painter in 1911. He was also a lan",199,143,0.469306,3.389065,1.590508,1.598529,0.008021,0.028088,MIXED
26340,valérie sanou,REF,valéry sanou -lrb- born 19 december 1989 -rrb- is a burkinabé footballer who plays for state envoys fc .,41,32,0.538303,4.360601,2.347326,2.526878,0.179553,0.440742,ALIGNED
26340,valérie sanou,GEN,"Valérie Sanou is a social worker by training, passionate about writing. She lives in Cotonou, Benin. A graduate of the University of Abomey-Calavi, she holds a master’s degree in social work. She is also graduated from the Faculty of Letters and Human Sciences of Abomey-Calavi in sociology and in the field of African literature. She is currently doing a doctorate in literature in the francophone space at the University of Abomey-Calavi.

She is a member of the Fondation des Droits Humains et du ",196,132,0.527929,3.576847,1.888322,1.930458,0.042136,0.115614,MIXED
14479,charles leighton,REF,"charles leighton -lrb- 24 june 1921 -- 26 june 2009 -rrb- was an american virtuoso classical and jazz harmonica player who flourished from the mid-1940s to the mid-1950s , then -- after a hiatus while managing a recording studio that he co-founded -- reemerged in the mid-1980s and continued to play publicly until his death .
he had been member of harmonica ensembles of international rank ; he had performed as soloist ; and he had recorded as studio musician for radio , television , and film .
le",295,213,0.467264,3.872692,1.809568,1.903538,0.09397,0.273371,MIXED
14479,charles leighton,GEN,"Charles Leighton

Charles Leighton, an American actor, was born in 1930 in the Bronx, New York. He grew up in the New York City area, and attended college in the city. After college, he worked as a stagehand at a theater in the city. In 1953, he made his Broadway debut in the play “Mister Roberts,” and went on to appear in numerous Broadway and Off-Broadway productions.

In 1960, Leighton made his film debut in the movie “The Apartment,” and went on to appear in a number of films and television ",200,110,0.536706,2.905316,1.5593,1.592454,0.033154,0.127,MIXED
38086,cuilén,REF,"cuilén mac ildulb -lrb- modern gaelic : `` cailean '' -rrb- , sometimes anglicised as culen or colin , and nicknamed an fionn , `` the white '' -lrb- died 971 -rrb- was king of scotland -lrb- `` alba '' -rrb- from 967 to 971 .
he was one of the three known sons of king indulf -lrb- ildulb mac causantín -rrb- , the others being amlaíb and eochaid .
it is supposed that cuilén was implicated in the death of his predecessor dub -lrb- dub mac maíl coluim -rrb- , who had defeated cuilén in battle in 9",566,380,0.526759,3.980768,2.096904,2.168299,0.071396,0.179251,MIXED
38086,cuilén,GEN,"Cuilén was the son of King Alpin and Béthoc, the daughter of the Pictish king Cinaed mac Ailpín. His sister was Eadbard, the mother of King Kenneth I of Scotland. Through his mother he was distantly related to the Pictish royal house of Fortriu. Cuilén was the heir and successor of his father Alpin as King of the Scots, but was killed in 820 AD before Alpin’s death. The death of Cuilén is the final certain date for the reign of Alpin. He is succeeded by his brother Domnall in the kingship.

Cuil",198,149,0.548008,3.706926,2.031426,2.032943,0.001517,0.004945,MIXED
69266,delwyn young,REF,"delwyn rudy young -lrb- born june 30 , 1982 -rrb- is an american professional baseball utility player .
he played in five seasons in major league baseball .
he is currently playing for the sugar land skeeters .",58,50,0.493874,4.372761,2.159595,2.348703,0.189108,0.382726,ALIGNED
69266,delwyn young,GEN,"Delwyn Young is a native of Charleston, SC. He began singing at the age of 4, and developed a great interest for music at the age of 8 when he began playing the piano. Delwyn has been singing professionally since he was 16.

He has had the opportunity to sing in several venues such as; The Westin Hotel, The Embassy Suites, The Charleston County Civic Center, Emanuel AME Church, St. Johns Lutheran Church, St. Matthews AME Church, and many more. He has also performed in the cities of Charlotte, NC",198,143,0.479708,3.941074,1.890564,2.021581,0.131017,0.320203,ALIGNED
8635,mark wilkinson,REF,"mark wilkinson -lrb- born in windsor , england on 3 october 1952 -rrb- is an english illustrator .
he is best known for the detailed surrealistic cover art he created for a number of british bands .
his breakthrough came through his association with the neo-progressive rock band marillion in the 1980s .
he went on to design art for the subsequent solo career of their lead singer fish as well as bands such as judas priest and iron maiden .
though versed in a number of techniques , he is considere",142,100,0.489431,3.95599,1.936183,2.03591,0.099727,0.237039,MIXED
8635,mark wilkinson,GEN,"Mark Wilkinson

Mark Wilkinson is a talented and versatile writer. He has written for a wide variety of publications and has an extensive background in journalism, politics, and law. His work has been published in newspapers and magazines in the United States, United Kingdom, and Canada.

Wilkinson is a graduate of the University of Oxford and has a master’s degree from the London School of Economics. He has also worked as a journalist for the BBC and the Guardian. In addition to his writing, Wi",200,119,0.503761,2.681233,1.3507,1.372188,0.021488,0.104839,MIXED
70303,karl torley,REF,"karl torley -lrb- 16 october 1913 -- 19 july 1943 -rrb- was a highly decorated oberstleutnant in the wehrmacht during world war ii , and one of only 882 recipients of the knight 's cross of the iron cross with oak leaves .
the knight 's cross of the iron cross and its higher grade oak leaves was awarded to recognise extreme battlefield bravery or successful military leadership .
karl torley was killed on 19 july 1943 in kalynivka , ukraine .
he was posthumously promoted to oberstleutnant",154,85,0.545179,3.698456,2.016321,2.104436,0.088115,0.198341,MIXED
70303,karl torley,GEN,"Karl Torley, an internationally renowned artist, was born in Copenhagen, Denmark, 1849, and died in 1919. His early works, paintings, and drawings, depict the Nordic countries of Denmark, Sweden, and Norway. His paintings were done in the impressionistic style. Later in his career, his works were more realistic, and were done in the style of academic painting.

Torley’s paintings and drawings are held in many museums and private collections throughout the world. His painting ‘The Ride Across the",198,160,0.454658,3.68623,1.675976,1.772058,0.096082,0.256045,MIXED
67925,nick duffy,REF,"nick duffy -lrb- born nicholas john duffy on 24 june 1956 in birmingham , england -rrb- is a musician , artist , illustrator , and filmmaker .
nick is the elder brother of singer/songwriter stephen duffy .
they are both co-founders of the folk-pop group the lilac time .
nick is a multi-instrumentalist , and has been a frequent contributor to stephen 's solo recordings .
he also plays in other musical projects and has released solo recordings .",127,101,0.477155,4.036467,1.926022,2.000532,0.07451,0.191243,MIXED
67925,nick duffy,GEN,"Nicholas Edward Duffy (born 21 April 1948) is an Irish-born British film and television actor. He is best known for his role as Nick Cotton in the long-running British soap opera EastEnders.

## Where did nick duffy grow up?

Nick Duffy was born in Dublin, Ireland. He moved to England at age 11 with his family and has lived in the Walthamstow area of London for most of his life.

## Who is nick duffy’s wife?

Nick Duffy was married to his wife, Anne, for over 20 years. The couple met in 1983 and",202,123,0.532929,2.935657,1.564496,1.587775,0.023279,0.084861,MIXED
65902,hu xuefeng,REF,"hu xuefeng -lrb- 胡雪峰 -rrb- , -lrb- born january 14 , 1980 -rrb- is a professional basketball player from china .
a guard , he has played for the jiangsu dragons of the chinese basketball association -lrb- cba -rrb- since 1999 .
he was also a member of the final roster of national team in 2009 asia championship .
as a guard , hu is an expert at stealing .
he now holds the cba records for career steals .
he is second to lv xiaoming in career assists in cba .
he is one of the two players who has ev",207,154,0.490473,3.702748,1.816099,1.900892,0.084792,0.189889,MIXED
65902,hu xuefeng,GEN,"Hu Xuefeng

Hu Xuefeng (1914-2000) was a prominent figure in the Chinese Communist Movement and the Chinese Communist Party’s (CCP) military. He served as a commander in the People’s Liberation Army (PLA) and also held positions in the CCP’s Central Committee.

Hu was born in Zhejiang Province in 1914 and joined the CCP in 1932. He fought in the Anti-Japanese War and the War of Liberation and was a key figure in the CCP’s military during the Chinese Civil War.

After the establishment of the Peo",201,100,0.500667,2.938085,1.471004,1.46901,-0.001994,-0.007054,MIXED
43921,dan greenburg,REF,"dan greenburg -lrb- born 20 june 1936 -rrb- is an american writer , humorist , and journalist .
he was born in chicago , illinois , got his b.f.a. from the university of illinois and his m.f.a. from u.c.l.a. his 72 books have been published in 20 languages in 24 countries .
his best-sellers for adults include `` how to be a jewish mother '' , `` how to make yourself miserable '' , `` love kills '' , `` exes '' , and `` how to avoid love and marriage '' .
he writes four series of children 's book",179,143,0.498432,3.750031,1.869136,1.9483,0.079163,0.191323,MIXED
43921,dan greenburg,GEN,"Dan Greenburg

Dan Greenburg is a writer and humorist born in Brooklyn, New York on July 20, 1929. He is best known for his satirical novels, which became bestsellers in the 1960’s and 70’s, and his series of children’s books, which include “The Greedy King” and “The Ugly Doll.”

Greenburg attended the University of Michigan, where he studied journalism and English literature. After graduating, he worked as a reporter for the Milwaukee Journal before returning to New York to write for magazines ",198,120,0.546337,3.033017,1.657048,1.735652,0.078604,0.249144,MIXED
50520,geoffrey gete,REF,"geoffrey gete -lrb- born 3 august 1986 -rrb- is a footballer who plays as a defender .
he currently plays for tafea f.c. in the vanuatu premia divisen and the vanuatu national football team .",63,48,0.481822,4.556863,2.195598,2.392446,0.196849,0.433068,ALIGNED
50520,geoffrey gete,GEN,"Geoffrey Gete is a Kenyan author and poet. He was born in the coastal town of Malindi in 1985.

He went to Muthaiga Primary and St. Austin’s High School before proceeding to the University of Nairobi where he graduated with a Bachelor’s degree in English Literature.

He is the author of the poetry collections ‘Mourning the Sun’ (2014), ‘Towards the Equator’ (2017), and ‘Liturgy’ (2018).

His poems have been published in the Brittle Paper, New York Times Magazine, and The Missing Slate.

Gete won",196,126,0.550989,3.540977,1.951038,2.052219,0.101181,0.233649,ALIGNED
51906,andré tardieu,REF,"andré pierre gabriel amédée tardieu -lrb- ; 22 september 1876 -- 15 september 1945 -rrb- was three times prime minister of france -lrb- 3 november 1929 -- 17 february 1930 ; 2 march -- 4 december 1930 ; 20 february -- 10 may 1932 -rrb- and a dominant figure of french political life in 1929 -- 1932 .
he was a moderate conservative with a strong intellectual reputation , but became a weak prime minister at the start of the worldwide great depression .",152,92,0.446288,4.158692,1.855974,1.942534,0.08656,0.194983,MIXED
51906,andré tardieu,GEN,"andré tardieu

andré tardieu is a Canadian painter and illustrator. He was born in 1967 in Montreal, Quebec. He studied at the Université du Québec à Montréal from 1985 to 1989, where he obtained a degree in Visual Arts. He then moved to Paris, France, where he studied at the Ecole des Beaux-Arts from 1991 to 1994.

Tardieu is known for his surrealist and dreamlike paintings, which often feature distorted figures and landscapes. He has exhibited his work in galleries and museums around the world",200,95,0.521925,2.507792,1.308881,1.344495,0.035614,0.140964,MIXED
35018,guy cordon,REF,"guy f. cordon -lrb- april 24 , 1890june 8 , 1969 -rrb- was a u.s. politician and lawyer from the state of oregon .
a native of texas , he served in the army during world war i and later was the district attorney of douglas county in southern oregon .
a republican , he was appointed and later won election to the united states senate , serving in office from 1944 to 1955 .",115,89,0.476094,3.58194,1.70534,1.871586,0.166246,0.393194,ALIGNED
35018,guy cordon,GEN,"Guy Cordon

Guy Cordon was a renowned politician in the United States. He served as the 23rd Governor of Oregon between 1955 and 1957. Cordon was born in the year 1904. He attended Stanford University, where he played football for the school’s team. He later joined the bar and served as a lawyer. In 1942, Cordon joined the United States Army. He was eventually appointed as the head of the Army’s Judge Advocate General Department. He later served as the Attorney General of Oregon between 1948 and",201,136,0.508133,3.06056,1.555171,1.537252,-0.017919,-0.05795,MIXED
49446,james kent hamilton,REF,"james kent hamilton was republican mayor of toledo , ohio , united states 1887-1891 .",32,24,0.545477,4.022819,2.194354,2.331161,0.136807,0.279301,ALIGNED
49446,james kent hamilton,GEN,"James Kent Hamilton

James Kent Hamilton was a physician, professor, and dean of the University of Wisconsin Medical School. He was born on July 27, 1877, in Chicago, Illinois.

Hamilton received his medical degree from the University of Wisconsin in 1904. He then went on to study at the University of Chicago, where he earned a PhD in medicine in 1907.

Hamilton was a professor of medicine at the University of Wisconsin from 1907 to 1942. He was also dean of the University of Wisconsin Medical S",201,90,0.495264,2.708597,1.341472,1.377277,0.035805,0.132728,MIXED
1569,mary surratt,REF,"mary elizabeth jenkins surratt -lrb- 1820 or may 1823 -- july 7 , 1865 -rrb- was an american boarding house owner who was convicted of taking part in the conspiracy to assassinate president abraham lincoln .
sentenced to death , she was hanged , becoming the first woman executed by the united states federal government .
surratt was the mother of john h. surratt , jr. , who was later tried but was not convicted of involvement in the assassination .",125,89,0.466356,3.568388,1.664139,1.807977,0.143838,0.34142,ALIGNED
1569,mary surratt,GEN,"Mary Surratt was the first woman to be executed by the federal government of the United States. She was convicted of conspiring with John Wilkes Booth and other conspirators in the assassination of President Abraham Lincoln.

Mary Surratt was born on May 13, 1828, in New Hampshire. Her family was involved in the abolitionist movement, and her father was a member of the Massachusetts legislature. Mary married John Surratt when she was 16 years old. They had two children together.

In 1861, John S",198,93,0.550874,2.371725,1.306522,1.34651,0.039988,0.222006,MIXED
53812,simeon booker,REF,"simeon booker -lrb- born august 27 , 1918 in baltimore -rrb- is an award-winning african-american journalist whose work appeared in leading news publications for more than 50 years .",54,40,0.473733,4.074495,1.930223,2.061067,0.130844,0.356201,ALIGNED
53812,simeon booker,GEN,"1. He was born on January 23, 1926, in Washington D.C. to a mother who was a seamstress and a father who worked as a barber.
2. He attended Dunbar High School in Washington D.C. before leaving to join the U.S. Army at the age of 18.
3. He served in the army for 3 years before being discharged in 1945.
4. After leaving the army, he moved to New York City to pursue a career in journalism.
5. He worked as a reporter for the New York Amsterdam News and the Pittsburgh Courier before joining the Chica",198,110,0.495893,2.691397,1.334645,1.387289,0.052644,0.245362,MIXED
3264,hedwig of kalisz -lrb- polish : `` jadwiga bolesławówna '' ; 1266 -- 10 december,REF,"hedwig of kalisz -lrb- polish : `` jadwiga bolesławówna '' ; 1266 -- 10 december 1339 -rrb- was the second of three daughters born to boleslaw the pious and saint yolanda of hungary .
in 1293 , jadwiga married władysław i the elbow-high , becoming queen of poland .
she was the mother of the last piast king of poland , casimir iii .
hedwig 's husband , władysław i the elbow-high , was a bitter rival of wenceslaus ii of bohemia who was king of poland between 1291 -- 1305 .
life was dangerous for h",686,437,0.506225,3.517155,1.780471,1.860642,0.080171,0.213451,MIXED
3264,hedwig of kalisz -lrb- polish : `` jadwiga bolesławówna '' ; 1266 -- 10 december,GEN,"jadwiga (c. 1256 -- 1339) was a duchess of kalisz and later of kraków through her marriage to bolesław the chaste ; through her marriage to casimir the great she became queen of poland.

She is the patron saint of poland, and the patron saint of europe.

She is also the patron saint of the city of kraków and of the university of kraków.

Jadwiga was a member of the pipid dynasty.

Her father was bolesław the chaste , the duke of wielkopolska, whose rule was recognised by the papacy.

She was bor",200,132,0.500137,3.573118,1.78705,1.874231,0.087181,0.248076,MIXED
63604,anne ford,REF,"anne or ann ford , after 1762 mrs. philip thicknesse , -lrb- 22 february 1737 -- 20 january 1824 -rrb- was an 18th-century english musician and singer , famous in her time for a scandal that attended her struggle to perform in public .",81,68,0.47178,4.302781,2.029965,2.104603,0.074639,0.178575,MIXED
63604,anne ford,GEN,"Anne Ford

Anne Ford is a professional photographer who has been in the industry for more than 20 years. She is known for her unique and creative style of photography, which often incorporates abstract elements and unusual angles.

Ford’s work has been featured in numerous publications, including Time Magazine, The New York Times, and The Washington Post. She has also won several awards for her photography, including the prestigious National Geographic Traveler of the Year award.

In addition to",201,121,0.487087,2.808738,1.368099,1.358736,-0.009363,-0.039447,MIXED
37920,cristina otero,REF,"cristina otero -lrb- born cristina otero pascual ; november 29 , 1995 -rrb- is a spanish photographer and artist best known for her self portraits .
otero is the youngest artist in spain who has ever exhibited individually in an art gallery , when she was 15 .",77,58,0.466302,4.300123,2.005155,2.183816,0.178661,0.385955,ALIGNED
37920,cristina otero,GEN,"Cristina Otero
Cristina Otero, born in 1980, is a Spanish artist and illustrator. She lives and works in Madrid.
Her illustrations are strongly influenced by the Pop Art movement of the 1960s, as well as by the works of Japanese illustrator Yoshitomo Nara, who has had a great influence on her.
She is also inspired by the work of street artists such as Banksy and the Russian artist Alexander Kosolapov.
Cristina Otero graduated in Fine Arts from the Complutense University of Madrid in 2003.
She be",201,139,0.506171,3.794094,1.920461,1.896048,-0.024413,-0.057164,MIXED
69891,robert mistele,REF,"robert stanley mistele -lrb- june 8 , 1920 -- september 22 , 2011 -rrb- was an american football coach in the united states .",45,37,0.510764,4.18293,2.136489,2.364947,0.228458,0.489626,ALIGNED
69891,robert mistele,GEN,"Robert Mistele

Robert Mistele is the CEO, Founder, and President of R.S. Mistele & Associates, Inc., a leading management consulting firm in the food and beverage industry. His company provides a wide range of business services, including marketing, strategic planning, and project management for clients in the food and beverage industry. His company has worked with clients such as SAP, Bacardi, and Nestlé.

Robert Mistele has over 20 years of experience in the food and beverage industry. He has",201,129,0.513825,3.335816,1.714026,1.771167,0.057141,0.144975,MIXED
37130,lizette woodworth reese,REF,"lizette woodworth reese -lrb- january 9 , 1856 -- december 17 , 1935 -rrb- was an american poet .
born in the waverly section of baltimore , maryland , she was a school teacher from 1873 to 1918 .
during the 1920s , she became a prominent literary figure , receiving critical praise and recognition , in particular from h. l. mencken , himself from baltimore .
she has been cited as an influence on younger women poets and has been compared to emily dickinson .",139,106,0.474398,3.660503,1.736534,1.841019,0.104485,0.277867,ALIGNED
37130,lizette woodworth reese,GEN,"Elizabeth “Lizette” Woodworth Reese was born in 1856 in Boston, Massachusetts. She grew up with her mother, her father being a sea captain who was away most of the time.

She was well educated, attending Boston public schools and graduating from high school in 1872. After high school she taught school in Massachusetts for a couple of years. In 1874, she moved to Baltimore, Maryland to be near her mother’s family.

In 1875, Reese began writing for the Baltimore “Sun”. She wrote an advice column, ",198,143,0.514741,3.331278,1.714746,1.758635,0.043888,0.159346,MIXED
13036,roelf meyer,REF,"roelof petrus -lrb- roelf -rrb- meyer , born in port elizabeth on 16 july 1947 is a south african politician and businessman .
originally a member of the national party , he is known for his prominent role in the negotiations to end apartheid in south africa .
he later co-founded the united democratic movement .",87,65,0.487288,4.091834,1.993901,2.104869,0.110968,0.285013,ALIGNED
13036,roelf meyer,GEN,"Roelf Meyer (born 1945) is a South African politician, diplomat, and negotiator.

Early life and career

Meyer was born in the then-Coloured Reserve of Hanover Park, Cape Town, on 16 September 1945. He attended the University of Cape Town, where he graduated with a Bachelor of Arts (BA) degree in political science and a Bachelor of Laws (LLB) degree. He was admitted as an advocate in 1978. He then worked as a lawyer for the Smuts, Kieser, Steers and Co. In 1979, he became a legal adviser to the ",198,145,0.504575,3.230703,1.630131,1.689256,0.059124,0.167121,MIXED
23942,chad slivenski,REF,"chad slivenski -lrb- born july 4 , 1972 -rrb- is a semi-retired american professional wrestler , known by his ringname chad bowman , who competed in east coast and mid-atlantic independent promotions during the 1990s and 2000s .
early in his career , slivenski spent time in regional promotions such as the united states wrestling association and smokey mountain wrestling before their close in the mid-1990s , and made occasional appearances as a preliminary wrestler in world wrestling entertainmen",413,289,0.510905,4.031436,2.059682,2.152779,0.093097,0.215888,MIXED
23942,chad slivenski,GEN,"Chad Slivenski

Chad Slivenski was born in St. Louis, Missouri in 1974. He grew up in the small town of St. Charles, Missouri and attended St. Charles High School. After graduating, he attended the University of Missouri, Columbia, and obtained a Bachelor’s degree in Finance. He then attended Washington University in St. Louis and obtained a Master’s degree in Business Administration.

Chad Slivenski started his career in finance working for a large investment bank in St. Louis. After a few year",200,109,0.521862,2.596459,1.354994,1.379261,0.024267,0.09106,MIXED
44464,keivan zarineh,REF,"keivan zarineh -lrb- , born 26 may 1985 -rrb- is an italian-iranian former footballer .",37,30,0.502735,4.515268,2.269983,2.387665,0.117681,0.22031,ALIGNED
44464,keivan zarineh,GEN,"Keivan Zarineh is a young and talented Iranian artist who was born in 1982 in Shiraz and holds a bachelor's degree in fine arts. He started his art career at the age of 12 and has participated in many groups and solo exhibitions in Iran and abroad. His works, which are often characterized by a sense of humor and irony, have been acclaimed by both critics and collectors.

Zarineh's work has been exhibited in major galleries and museums around the world, including the National Museum of Contempora",198,121,0.485341,2.871913,1.393857,1.421342,0.027484,0.101279,MIXED
1306,alan lourie,REF,"alan david lourie -lrb- born 1935 -rrb- is a united states federal judge .
born in boston , massachusetts , lourie received an a.b. from harvard college in 1956 , an m.s. from the university of wisconsin in 1958 , a ph.d. from the university of pennsylvania in 1965 , and a j.d. from temple university in 1970 .
he was a chemist for monsanto corporation from 1957 to 1959 , and then chemist and patent agent for wyeth labs in radnor , pennsylvania from 1959 to 1964 .
he was in-house counsel , to smi",336,174,0.530066,3.332855,1.766634,1.835348,0.068714,0.164981,MIXED
1306,alan lourie,GEN,"Name: Alan Lourie.

Date of Birth: April 15, 1951.

Place of Birth: U.S.A.

Achievements: Alan Lourie is a famous and well known American composer. He has been writing many music scores and soundtracks for many big movies and TV series. He is an influential person in the music industry. He has won the Satellite Awards and the Gotham Awards.

Interesting Facts/Trivia:

Alan Lourie has worked with many famous composers such as David Hirschfelder, Robert Duncan, and Jeff Grace.

Lourie has written ",198,143,0.506806,3.844598,1.948467,2.027184,0.078717,0.14316,MIXED
21717,joel pett,REF,"joel w. pett -lrb- born september 1 , 1953 -rrb- is an american pulitzer prize-winning editorial cartoonist for the `` lexington herald-leader '' .",49,36,0.51586,4.678085,2.413236,2.501843,0.088607,0.17616,MIXED
21717,joel pett,GEN,"Joel Pett was born in Indianapolis, Indiana in 1954 and grew up in the small town of Dunkirk, Indiana. He received his education at the University of Cincinnati and Indiana University, and then worked as a graphic designer for several different newspapers and magazines.

Pett is an active member of the Indiana Society of Newspaper Designers (ISND) as well as a member of the National Cartoonists Society. He has been a finalist in the Pulitzer Prize for editorial cartooning on three different occa",198,130,0.495462,3.223594,1.59717,1.667023,0.069854,0.242836,MIXED
72209,monte scheinblum,REF,"monte scheinblum -lrb- born may 15 , 1967 -rrb- is an american professional golfer , and the son of former major league baseball all star outfielder richie scheinblum .
while he competed on the nike tour , he became known especially for his long driving , where success is achieved by a golfer hitting a golf ball the farthest .
in 1992 he won the national long driving championship in the united states , and was the world long driving champion .",116,89,0.47266,4.296883,2.030966,2.109868,0.078902,0.201437,MIXED
72209,monte scheinblum,GEN,"Monte Scheinblum is a well-known American businessman and financial advisor who has been in the industry for more than 30 years.

Monte Scheinblum is a licensed broker and financial advisor with a B.B.A. in Finance from the University of Wisconsin-Madison.

He is a member of the National Association of Securities Dealers (NASD) and the New York Stock Exchange (NYSE), and he is also registered with the Financial Industry Regulatory Authority (FINRA).

Scheinblum is the founder of the website “Ris",201,124,0.515432,3.245377,1.67277,1.663764,-0.009006,-0.027898,MIXED
34133,george bovell iii,REF,"george richard lytcott bovell -lrb- born 18 july 1983 -rrb- is an olympic bronze medalist swimmer and former world record holder from trinidad and tobago .
bovell is also a two-time world championship bonze medalist , a four-time olympian and is the caribbean region 's most successful swimmer .
george bovell is currently a professional swimmer and intends to compete in a record 5th olympiad .
bovell is also respected for his voluntary giving back initiatives such as `` the world swim against mal",323,236,0.459695,3.97648,1.827969,1.906469,0.0785,0.180338,MIXED
34133,george bovell iii,GEN,"George Bovell

George Bovell III (born May 26, 1984 in Port of Spain, Trinidad and Tobago) is a swimmer from Trinidad and Tobago, who swims for the University of Florida.

He is a 2004 Olympian, representing Trinidad and Tobago in the 50 m freestyle, 100 m freestyle, and 100 m butterfly. He won a bronze medal in the 4×100 m freestyle relay at the 2004 Athens Olympics.

At the 2005 World Championships, Bovell swam in the preliminary heats of the 50 m freestyle, 100 m freestyle, and 100 m butterfl",201,99,0.523155,2.413317,1.262539,1.282083,0.019544,0.092136,MIXED
45524,priscilla chan,REF,"priscilla chan wai-han -lrb- born july 28 , 1965 -rrb- is a cantopop singer in hong kong .",41,31,0.619341,4.097413,2.537697,2.752469,0.214772,0.359744,ALIGNED
45524,priscilla chan,GEN,"Priscilla Chan

Priscilla Chan was born on February 24, 1982, in Braintree, Massachusetts. She graduated from Dartmouth College with a degree in biology, and was a member of Phi Beta Kappa. After graduating, she went to medical school at the University of California, San Francisco. Priscilla met Mark Zuckerberg in 2003, at a fraternity party while he was starting Facebook.

The couple became engaged in 2011. They married in May of that year. In 2015, they announced that they were expecting a bab",200,111,0.549899,2.495832,1.372456,1.434933,0.062477,0.313966,MIXED
4618,lucas serme,REF,"lucas serme , -lrb- born 25 february 1990 in créteil -rrb- is a professional squash player who represented france .
he reached a career-high world ranking of world no. 40 in august 2015 .",62,42,0.525745,3.75553,1.974453,2.191081,0.216628,0.371272,ALIGNED
4618,lucas serme,GEN,"Lucas Serme is a professional squash player from France. He was born on December 19, 1990, in Paris, France. He began playing squash at a young age and quickly developed a passion for the sport.

Serme started his professional career in 2009, after winning the French Championship in the under-19 category. He has since gone on to achieve great success on the PSA World Tour, including winning the 2013 French Open and reaching a career-high ranking of world No. 15 in 2018.

In addition to his on-co",196,91,0.494239,2.260871,1.11741,1.141973,0.024563,0.128856,MIXED
22833,frederick william,REF,"frederick william i -lrb- 20 august 1802 -- 6 january 1875 -rrb- was , between 1847 and 1866 , the last prince-elector of hesse-kassel -lrb- or hesse-cassel -rrb- .",77,53,0.498447,3.949119,1.968426,2.007915,0.039489,0.097109,MIXED
22833,frederick william,GEN,"Frederick William

Frederick William was born on September 30, 1717, at Potsdam, Germany. He became King of Prussia in 1740. Frederick William was a great military leader. He was known as the Soldier King. He started the Seven Years War. Frederick William was a very intelligent man. He studied mathematics, languages, and history. He was also a very good writer. He wrote the book, “Anti-Machiavel”. He was interested in music. He played the flute and harpsichord. He was the patron of Johann Sebast",201,127,0.504049,3.397237,1.712373,1.74273,0.030357,0.091314,MIXED
21399,eliazar guzmán,REF,"eliazar guzmán -lrb- born 1932 -rrb- is a chilean former sports shooter .
he competed in the 25 metre pistol event at the 1956 summer olympics .",53,41,0.513943,3.840937,1.974024,2.108682,0.134658,0.269744,ALIGNED
21399,eliazar guzmán,GEN,"ELIAZAR GUZMÁN

Eliazar Guzmán was born in 1946 in Puebla, Mexico. He studied at the School of Fine Arts of Puebla, where he learned to appreciate the work of José Clemente Orozco, and at the School of Fine Arts of Mexico, where he was drawn to the work of Diego Rivera. He has taught painting and drawing at the School of Fine Arts of Puebla, at the School of Fine Arts of Pachuca, and at the School of Fine Arts of Tlaxcala. He has also taught at several public schools, teaching children as well a",199,133,0.474598,3.366313,1.597645,1.695616,0.097972,0.290535,MIXED
35632,caleb smith bragg,REF,"caleb smith bragg -lrb- 23 november 1885 -- 24 october 1943 -rrb- was an american racecar driver , speedboat racer , aviation pioneer , and automotive inventor .
he participated in the 1911 , 1913 and 1914 indianapolis 500 .
in speedboat racing , caleb won three consecutive apba challenge cup races in detroit from 1923-1925 .
he was a co-inventor of the bragg-kliesrath brake .",141,97,0.505488,4.026554,2.035376,2.228882,0.193506,0.403061,ALIGNED
